time	user_id	url	geo	category	click_price
1388244789	b8172fa5e76b2f3c7273c02bf2543678	click	213	2724669	31.0
1388244936	b8172fa5e76b2f3c7273c02bf2543678	click	213	2724669	31.0
1388221096	b8172fa5e76b2f3c7273c02bf2543678	click	213	2724669	63.0
1387397939	b8172fa5e76b2f3c7273c02bf2543678	click	213	90566	11.0
1387393283	b8172fa5e76b2f3c7273c02bf2543678	click	213	90566	12.0
1387397801	b8172fa5e76b2f3c7273c02bf2543678	click	213	90566	12.0
1387397839	b8172fa5e76b2f3c7273c02bf2543678	click	213	90566	12.0
1387397865	b8172fa5e76b2f3c7273c02bf2543678	click	213	90566	12.0
1384631268	b8172fa5e76b2f3c7273c02bf2543678	click	213	90566	383.0
1384631112	b8172fa5e76b2f3c7273c02bf2543678	click	213	90566	398.0
1387530525	b8172fa5e76b2f3c7273c02bf2543678	click	213	90594	281.0
1388351858	b8172fa5e76b2f3c7273c02bf2543678	click	213	90639	10.0
1388351899	b8172fa5e76b2f3c7273c02bf2543678	click	213	90639	10.0
1388352968	b8172fa5e76b2f3c7273c02bf2543678	click	213	90639	10.0
1388353022	b8172fa5e76b2f3c7273c02bf2543678	click	213	90639	10.0
1388353588	b8172fa5e76b2f3c7273c02bf2543678	click	213	90639	10.0
1388351645	b8172fa5e76b2f3c7273c02bf2543678	click	213	90639	11.0
1388352755	b8172fa5e76b2f3c7273c02bf2543678	click	213	90639	11.0
1388352987	b8172fa5e76b2f3c7273c02bf2543678	click	213	90639	11.0
1388353537	b8172fa5e76b2f3c7273c02bf2543678	click	213	90639	11.0
1388353631	b8172fa5e76b2f3c7273c02bf2543678	click	213	90639	11.0
1388351797	b8172fa5e76b2f3c7273c02bf2543678	click	213	90639	19.0
1378386820	b81a56090262981511138b6b5a7870a3	click	2	2662954	31.0
1371468914	b81a56090262981511138b6b5a7870a3	click	2	281935	10.0
1375092506	b81a56090262981511138b6b5a7870a3	click	2	294644	91.0
1382101364	b81a56090262981511138b6b5a7870a3	click	2	418706	10.0
1382101988	b81a56090262981511138b6b5a7870a3	click	2	418706	10.0
1372545378	b81a56090262981511138b6b5a7870a3	click	2	454909	10.0
1372545570	b81a56090262981511138b6b5a7870a3	click	2	454909	10.0
1372545801	b81a56090262981511138b6b5a7870a3	click	2	454909	10.0
1387898146	b81a56090262981511138b6b5a7870a3	click	2	6202206	10.0
1375787850	b81a56090262981511138b6b5a7870a3	click	2	6229787	21.0
1378372551	b81a56090262981511138b6b5a7870a3	click	2	6427100	14.0
1370790008	b81a56090262981511138b6b5a7870a3	click	2	7296416	10.0
1372193758	b81a56090262981511138b6b5a7870a3	click	2	7812153	130.0
1372193872	b81a56090262981511138b6b5a7870a3	click	2	7812153	130.0
1362087565	b81a56090262981511138b6b5a7870a3	click	2	90459	16.0
1362087594	b81a56090262981511138b6b5a7870a3	click	2	90459	50.0
1370890456	b81a56090262981511138b6b5a7870a3	click	2	90537	10.0
1370890201	b81a56090262981511138b6b5a7870a3	click	2	90537	20.0
1386448431	b81a56090262981511138b6b5a7870a3	click	2	90577	13.0
1369423998	b81a56090262981511138b6b5a7870a3	click	2	91013	10.0
1373725825	b81a56090262981511138b6b5a7870a3	click	2	91491	10.0
1387836635	b81a56090262981511138b6b5a7870a3	click	2	91491	23.0
1383559320	b81a56090262981511138b6b5a7870a3	click	2	91491	66.0
1374584385	b81a56090262981511138b6b5a7870a3	click	2	923906	60.0
