time	user_id	url	geo	category	click_price
1361216738	de8e25045ffca07af3171f09f349f11b	click	213	6269371	10.0
1362327169	de8e25045ffca07af3171f09f349f11b	click	213	6269371	10.0
1362327173	de8e25045ffca07af3171f09f349f11b	click	213	6269371	10.0
1362327176	de8e25045ffca07af3171f09f349f11b	click	213	6269371	10.0
1362327179	de8e25045ffca07af3171f09f349f11b	click	213	6269371	10.0
1362327188	de8e25045ffca07af3171f09f349f11b	click	213	6269371	11.0
1362327159	de8e25045ffca07af3171f09f349f11b	click	213	6269371	20.0
1361216830	de8e25045ffca07af3171f09f349f11b	click	213	6269371	31.0
1361216833	de8e25045ffca07af3171f09f349f11b	click	213	6269371	34.0
1362327073	de8e25045ffca07af3171f09f349f11b	click	213	6269371	51.0
1361216853	de8e25045ffca07af3171f09f349f11b	click	213	6269371	66.0
1361216855	de8e25045ffca07af3171f09f349f11b	click	213	6269371	68.0
1361216856	de8e25045ffca07af3171f09f349f11b	click	213	6269371	68.0
1364217726	de8e25045ffca07af3171f09f349f11b	click	213	7970569	43.0
1373399364	de8e25045ffca07af3171f09f349f11b	click	213	91491	10.0
1373451561	de8e25045ffca07af3171f09f349f11b	click	213	91491	10.0
1373451686	de8e25045ffca07af3171f09f349f11b	click	213	91491	10.0
1373452409	de8e25045ffca07af3171f09f349f11b	click	213	91491	10.0
1386012115	de8f8e3c2a634418431245c9ea38c1f6	click	0	91491	10.0
1386011999	de8f8e3c2a634418431245c9ea38c1f6	click	0	91491	21.0
1384708200	de8f8e3c2a634418431245c9ea38c1f6	click	193	90994	6.0
1386011918	de8f8e3c2a634418431245c9ea38c1f6	click	193	91491	10.0
1386011857	de8f8e3c2a634418431245c9ea38c1f6	click	193	91491	21.0
1385925591	de8f8e3c2a634418431245c9ea38c1f6	click	193	91491	25.0
1385652596	de8f8e3c2a634418431245c9ea38c1f6	click	193	91491	51.0
1385925525	de8f8e3c2a634418431245c9ea38c1f6	click	193	91491	51.0
1385183799	de8fb3ca3b22a01ba4a9e6f27847acd1	click	67	91667	10.0
1385184188	de8fb3ca3b22a01ba4a9e6f27847acd1	click	67	91667	10.0
1385183960	de8fb3ca3b22a01ba4a9e6f27847acd1	click	67	91667	16.0
1377099891	de905b3b5cdff47518f00ce71ebc4fcf	click	54	91491	10.0
1376301618	de90a26abc072e976f7577371515bb5f	click	65	90783	10.0
1374207005	de91eba99ab42b89cfd3b0f55e7c1f1b	click	0	734595	51.0
1375252714	de91eba99ab42b89cfd3b0f55e7c1f1b	click	54	7070735	10.0
1374639416	de91eba99ab42b89cfd3b0f55e7c1f1b	click	54	734595	10.0
1374639433	de91eba99ab42b89cfd3b0f55e7c1f1b	click	54	734595	11.0
1375067216	de91eba99ab42b89cfd3b0f55e7c1f1b	click	54	7812062	10.0
1373597325	de91eba99ab42b89cfd3b0f55e7c1f1b	click	54	90545	11.0
1373611140	de91eba99ab42b89cfd3b0f55e7c1f1b	click	54	90545	142.0
1375870156	de91eba99ab42b89cfd3b0f55e7c1f1b	click	54	90595	15.0
1375870411	de91eba99ab42b89cfd3b0f55e7c1f1b	click	54	90595	21.0
1375869412	de91eba99ab42b89cfd3b0f55e7c1f1b	click	54	90595	54.0
1374135316	de91eba99ab42b89cfd3b0f55e7c1f1b	click	54	90639	10.0
1374135698	de91eba99ab42b89cfd3b0f55e7c1f1b	click	54	90639	10.0
1374135268	de91eba99ab42b89cfd3b0f55e7c1f1b	click	54	90639	15.0
1375252752	de91eba99ab42b89cfd3b0f55e7c1f1b	click	54	91529	10.0
1382515847	de91eba99ab42b89cfd3b0f55e7c1f1b	click	54	91640	10.0
1387128796	de92a94efb78fba5ff2c34e1d1f4f37c	click	0	599235	80.0
1387128980	de92a94efb78fba5ff2c34e1d1f4f37c	click	35	599235	12.0
1387128818	de92a94efb78fba5ff2c34e1d1f4f37c	click	35	6144280	10.0
1387475043	de92a94efb78fba5ff2c34e1d1f4f37c	click	35	91491	10.0
1387712647	de92a94efb78fba5ff2c34e1d1f4f37c	click	35	91491	10.0
1359168154	de934061d30dcc70ef54b0fb02d87c1e	click	213	90551	10.0
1358832062	de954e28b632fb648d5607cc350bdbed	click	16	90635	10.0
1359980386	de957846ee7e6bc766d425c5ab5655f8	click	213	671243	10.0
1366816571	de9863043d3ceb4ffd6fbd011b6d7c7f	click	11235	91042	10.0
1366816580	de9863043d3ceb4ffd6fbd011b6d7c7f	click	11235	91042	10.0
1368247455	de9863043d3ceb4ffd6fbd011b6d7c7f	click	197	6269371	0.0
1375940012	de9863043d3ceb4ffd6fbd011b6d7c7f	click	197	90588	10.0
